src,dst,time,hops,partitions
778,5839,4.314459323883057,0,5
4146,3034,8.118282794952393,0,5
546,4502,7.111975431442261,0,5
3786,1131,7.444403171539307,0,5
1930,7485,6.600344896316528,0,5
3191,1981,4.684753179550171,3,5
1272,3776,4.306450843811035,0,5
6956,3033,4.550705432891846,0,5
4792,6111,4.732340574264526,0,5
6016,3590,6.03884482383728,0,5
6522,2418,4.166853904724121,0,5
5702,792,3.5834157466888428,0,5
264,7456,7.868951082229614,0,5
4576,1495,13.583687543869019,5,5
5136,2361,7.435905694961548,0,5
6264,5529,4.654550075531006,0,5
616,4294,9.20154857635498,4,5
6198,6063,2.614973783493042,0,5
4127,6720,6.96736478805542,0,5
5683,1851,7.7911598682403564,0,5
3885,59,52.27638483047485,5,5
2935,5268,2.6027257442474365,3,5
3421,685,6.919687032699585,0,5
3044,7348,7.209375619888306,0,5
1071,3468,2.7593533992767334,0,5
849,4067,3.7506186962127686,0,5
7279,7207,6.202335596084595,0,5
6355,7432,4.823300123214722,0,5
1279,5032,4.942957878112793,0,5
5504,262,3.8579723834991455,0,5
2702,5395,6.030247449874878,0,5
4608,5214,7.302600145339966,0,5
728,345,4.7909464836120605,0,5
278,5974,6.6235973834991455,0,5
3198,5962,12.042911529541016,0,5
6481,4016,3.930729389190674,0,5
4846,0,4.5010364055633545,0,5
833,6723,5.036874055862427,0,5
3190,2068,8.130959033966064,0,5
2717,5062,13.181639194488525,5,5
6644,3350,5.345522880554199,0,5
1834,1749,7.1463258266448975,0,5
1087,4056,8.362375020980835,4,5
7148,89,5.887929677963257,0,5
5073,5513,7.2741851806640625,0,5
1478,3723,3.3351171016693115,0,5
3340,1478,2.931715726852417,0,5
4530,7344,8.007525444030762,0,5
2625,824,7.219522714614868,0,5
2720,2601,7.234323740005493,0,5
4729,1500,5.588881731033325,0,5
891,3735,4.300867795944214,0,5
5423,7223,7.338464260101318,0,5
1158,5413,4.9181225299835205,0,5
4924,4024,4.616697549819946,0,5
2576,3440,7.657802104949951,0,5
951,2460,6.531158924102783,0,5
6462,173,4.185712099075317,0,5
992,6887,5.515216827392578,0,5
3320,588,3.5901553630828857,0,5
1738,93,7.673189640045166,4,5
1055,6017,3.8648624420166016,3,5
3845,3557,6.83393406867981,0,5
5078,6643,8.7443208694458,0,5
7605,3971,4.456506252288818,0,5
1579,2882,3.82776141166687,0,5
2559,3724,6.543545484542847,0,5
6955,327,4.093527317047119,0,5
5670,5612,4.189792633056641,0,5
7696,7149,4.365320920944214,0,5
6915,4609,11.501183032989502,0,5
2806,7165,6.559877872467041,0,5
3178,2707,9.120135068893433,4,5
595,5797,6.246745586395264,0,5
3131,7002,8.070420742034912,0,5
509,3498,4.216832876205444,3,5
6055,1599,3.6271705627441406,0,5
7321,454,4.690386772155762,0,5
5109,4894,12.077338695526123,0,5
4327,5561,4.295286655426025,0,5
4188,1402,11.267964839935303,0,5
5150,4827,12.472802639007568,0,5
7222,7643,3.3383591175079346,0,5
3094,4090,5.658358097076416,0,5
6053,1882,7.541378736495972,0,5
3353,5551,7.839029788970947,0,5
590,5852,4.365147352218628,3,5
3052,56,4.001962900161743,0,5
6467,5023,6.661182165145874,0,5
899,2727,3.9834437370300293,0,5
1467,4841,7.96569299697876,0,5
1359,6035,6.61530327796936,0,5
3576,279,4.600691795349121,0,5
877,4823,5.239954233169556,3,5
1010,6045,8.321502208709717,0,5
4516,5440,6.384539365768433,0,5
7445,3946,4.035218715667725,0,5
1256,2747,4.255578279495239,0,5
1724,4818,5.436028718948364,3,5
4857,2247,6.6629860401153564,0,5
6226,5011,3.683149576187134,0,5
2530,3905,10.432382106781006,0,5
1073,1377,5.501237154006958,0,5
1883,358,7.865249395370483,4,5
6300,1109,2.588587999343872,0,5
2375,5641,4.060098886489868,0,5
1198,401,8.382346391677856,0,5
5774,819,4.727468252182007,0,5
5233,607,4.433326482772827,0,5
5401,1484,7.3100175857543945,0,5
2871,3381,3.736497640609741,0,5
6697,2955,6.0203375816345215,0,5
3991,4648,4.660764455795288,0,5
7427,3701,3.894000768661499,0,5
5664,6857,4.539226531982422,0,5
2280,119,7.080204725265503,4,5
1171,4442,7.577812433242798,4,5
2586,4454,7.08341383934021,4,5
713,2320,8.079222440719604,4,5
3392,3429,3.0949013233184814,0,5
3904,4778,8.051007986068726,0,5
5253,3618,3.591677188873291,0,5
1396,4177,4.389060735702515,0,5
1755,1331,3.7336080074310303,3,5
3703,2835,2.5354316234588623,3,5
5533,7684,2.8806042671203613,0,5
3096,553,7.90730619430542,0,5
4398,6575,3.34606671333313,0,5
935,7365,7.333763122558594,0,5
876,1441,6.465920448303223,0,5
4609,239,10.919053792953491,0,5
1450,7069,3.462966203689575,0,5
3004,4937,7.1574625968933105,0,5
1505,4142,8.563877582550049,4,5
459,1442,2.876737117767334,0,5
6336,211,3.4581058025360107,0,5
4177,1352,7.660346984863281,0,5
2686,2386,4.386350393295288,0,5
6424,5073,5.799275875091553,0,5
2387,2979,8.670986652374268,0,5
3099,966,5.871636390686035,0,5
6043,2744,5.33547043800354,0,5
2960,3297,7.0796217918396,0,5
5292,4809,4.916104316711426,0,5
