src,dst,time,hops,partitions
5208,1213,13.972242593765259,0,10
5413,7532,10.76358151435852,0,10
5349,111,7.576810836791992,3,10
5998,609,14.571856021881104,0,10
6220,3271,10.851444959640503,0,10
1864,2363,21.680052995681763,0,10
3105,3151,17.214481115341187,0,10
1635,1378,16.791339874267578,0,10
7649,3950,9.978114366531372,0,10
6416,2824,15.257426023483276,0,10
5238,38,17.566545724868774,0,10
292,3531,5.849754571914673,3,10
6664,5018,17.097992658615112,0,10
3432,955,18.18694567680359,0,10
5193,363,20.54568362236023,0,10
5327,5829,13.327942848205566,0,10
568,565,8.55449104309082,0,10
5950,3080,14.722249269485474,0,10
2673,1365,9.425420045852661,0,10
3661,2941,8.911261558532715,3,10
3340,3865,15.457340955734253,0,10
1418,4606,14.570990085601807,4,10
141,1984,17.15369701385498,0,10
3321,3386,19.667689561843872,0,10
5566,1075,16.728538274765015,0,10
7151,7283,13.105490922927856,0,10
216,2129,10.23710823059082,0,10
6897,5594,15.446395874023438,0,10
2837,696,9.938921213150024,0,10
5500,3477,19.07096290588379,0,10
1110,5464,25.444594621658325,0,10
2252,3357,12.606486797332764,0,10
7688,5857,16.32435393333435,0,10
54,7368,15.5916428565979,0,10
6949,2951,18.404297590255737,0,10
7150,6699,14.671016931533813,0,10
4518,4409,21.122427701950073,0,10
4944,4038,16.924347400665283,0,10
4445,6840,18.528560400009155,0,10
2552,3824,16.56305980682373,0,10
1943,1114,18.481775999069214,0,10
6209,3506,12.819006443023682,0,10
7105,5199,14.333534240722656,0,10
7052,1286,11.325294256210327,0,10
2058,1458,18.517609119415283,0,10
4410,3924,15.582655191421509,4,10
2135,3106,8.548271656036377,0,10
1627,2429,16.39737033843994,0,10
778,5839,6.569386005401611,0,10
4146,3034,15.679021120071411,0,10
546,4502,15.602997779846191,0,10
3786,1131,10.185047626495361,0,10
1930,7485,19.43397045135498,0,10
3191,1981,8.166510105133057,3,10
1272,3776,9.105032444000244,0,10
6956,3033,15.0276198387146,0,10
4792,6111,21.373632192611694,0,10
6016,3590,22.94822335243225,0,10
6522,2418,19.8271267414093,0,10
5702,792,16.131415605545044,0,10
264,7456,19.562376260757446,0,10
4576,1495,24.934235095977783,5,10
5136,2361,18.70797848701477,0,10
6264,5529,9.970672369003296,0,10
616,4294,15.587482213973999,4,10
6198,6063,15.4629225730896,0,10
4127,6720,19.159110069274902,0,10
5683,1851,19.869470357894897,0,10
3885,59,44.468268632888794,5,10
2935,5268,7.002544164657593,3,10
3421,685,15.990510702133179,0,10
3044,7348,10.63593316078186,0,10
1071,3468,12.871459722518921,0,10
849,4067,13.75677752494812,0,10
7279,7207,13.425418376922607,0,10
6355,7432,13.040539503097534,0,10
1279,5032,15.170626640319824,0,10
5504,262,13.342531204223633,0,10
2702,5395,9.666345834732056,0,10
4608,5214,19.588080883026123,0,10
728,345,12.248979330062866,0,10
278,5974,11.193623542785645,0,10
3198,5962,28.489042282104492,0,10
6481,4016,15.861732721328735,0,10
4846,0,11.716913938522339,0,10
833,6723,17.036893129348755,0,10
3190,2068,17.024843215942383,0,10
2717,5062,35.34442758560181,5,10
6644,3350,12.499391317367554,0,10
1834,1749,17.11623501777649,0,10
1087,4056,13.876329183578491,4,10
7148,89,14.414834976196289,0,10
5073,5513,9.410972833633423,0,10
1478,3723,10.631058931350708,0,10
3340,1478,15.239040851593018,0,10
4530,7344,17.862305641174316,0,10
2625,824,17.51208996772766,0,10
2720,2601,16.239877223968506,0,10
4729,1500,17.840641021728516,0,10
891,3735,15.02414321899414,0,10
5423,7223,15.835032224655151,0,10
1158,5413,12.424220323562622,0,10
4924,4024,12.57925009727478,0,10
2576,3440,15.745757818222046,0,10
951,2460,18.874905586242676,0,10
6462,173,11.72820234298706,0,10
992,6887,15.589351177215576,0,10
3320,588,14.202800273895264,0,10
1738,93,14.332084655761719,4,10
1055,6017,5.842902660369873,3,10
3845,3557,14.69685983657837,0,10
5078,6643,18.257699012756348,0,10
7605,3971,9.64123010635376,0,10
1579,2882,17.491024017333984,0,10
2559,3724,5.870665788650513,0,10
6955,327,18.08988857269287,0,10
5670,5612,17.005059957504272,0,10
7696,7149,9.12037968635559,0,10
6915,4609,22.659240007400513,0,10
2806,7165,15.950377702713013,0,10
3178,2707,15.071746826171875,4,10
595,5797,17.204830408096313,0,10
3131,7002,16.910118341445923,0,10
509,3498,6.104568958282471,3,10
6055,1599,7.820457458496094,0,10
7321,454,12.03135347366333,0,10
5109,4894,22.748584508895874,0,10
4327,5561,11.880579471588135,0,10
4188,1402,21.10948944091797,0,10
5150,4827,20.939929485321045,0,10
7222,7643,8.37052297592163,0,10
3094,4090,12.325690269470215,0,10
6053,1882,12.273816108703613,0,10
3353,5551,8.323328256607056,0,10
590,5852,6.191711187362671,3,10
3052,56,16.872945070266724,0,10
6467,5023,9.68884801864624,0,10
899,2727,15.622817277908325,0,10
1467,4841,12.395512580871582,0,10
1359,6035,13.221327543258667,0,10
3576,279,10.222501993179321,0,10
877,4823,6.034265756607056,3,10
1010,6045,18.400346040725708,0,10
4516,5440,7.041744232177734,0,10
7445,3946,15.936908483505249,0,10
1256,2747,10.780618667602539,0,10
1724,4818,7.645209074020386,3,10
4857,2247,10.531498908996582,0,10
6226,5011,19.644296407699585,0,10
2530,3905,11.938904047012329,0,10
1073,1377,13.719744682312012,0,10
1883,358,19.581368446350098,4,10
6300,1109,14.27883529663086,0,10
2375,5641,14.031874895095825,0,10
1198,401,21.4228675365448,0,10
5774,819,18.860563039779663,0,10
5233,607,9.499236822128296,0,10
5401,1484,23.701786279678345,0,10
2871,3381,9.868505001068115,0,10
6697,2955,16.38610816001892,0,10
3991,4648,15.021353960037231,0,10
7427,3701,17.46658420562744,0,10
5664,6857,11.676448583602905,0,10
2280,119,16.859710931777954,4,10
1171,4442,12.973152875900269,4,10
2586,4454,14.465557098388672,4,10
713,2320,16.320011138916016,4,10
3392,3429,17.931757926940918,0,10
3904,4778,20.18579363822937,0,10
5253,3618,14.74727463722229,0,10
1396,4177,9.877790927886963,0,10
1755,1331,5.68850040435791,3,10
3703,2835,4.902902603149414,3,10
5533,7684,10.841073274612427,0,10
3096,553,19.446975469589233,0,10
4398,6575,8.564489364624023,0,10
935,7365,19.404963493347168,0,10
876,1441,13.796009063720703,0,10
4609,239,20.06643557548523,0,10
1450,7069,21.722232341766357,0,10
3004,4937,17.4741108417511,0,10
1505,4142,15.951607704162598,4,10
459,1442,16.848716497421265,0,10
6336,211,13.227348327636719,0,10
4177,1352,18.479397535324097,0,10
2686,2386,13.238645076751709,0,10
6424,5073,12.824767351150513,0,10
2387,2979,18.40972900390625,0,10
3099,966,13.428692102432251,0,10
6043,2744,13.694076299667358,0,10
2960,3297,17.934910774230957,0,10
5292,4809,9.011535406112671,0,10
